Employee ID,Grant Number,Vest Date,Shares
6,222305,28-Jun-2014,"1,708"
6,222305,28-Jul-2014,"1,707"
6,222305,28-Aug-2014,"1,708"
6,222305,27-Sep-2014,"1,708"
6,222305,28-Oct-2014,"1,707"
6,222305,28-Nov-2014,"1,708"
6,222305,28-Dec-2014,"1,708"
6,222305,28-Jan-2015,"1,707"
6,222305,27-Feb-2015,"1,708"
6,222305,30-Mar-2015,"1,708"
6,222305,30-Apr-2015,"1,707"
6,222305,29-May-2015,"1,708"
6,222305,29-Jun-2015,"1,708"
6,222305,29-Jul-2015,"1,707"
6,222305,29-Aug-2015,"1,708"
6,222305,28-Sep-2015,"1,708"
6,222305,29-Oct-2015,"1,707"
6,222305,29-Nov-2015,"1,708"
6,222305,29-Dec-2015,"1,708"
6,222305,29-Jan-2016,"1,707"
6,222305,28-Feb-2016,"1,708"
6,222305,30-Mar-2016,"1,708"
6,222305,30-Apr-2016,"1,707"
6,222305,28-May-2016,"1,708"
6,222305,28-Jun-2016,"1,708"
6,222305,28-Jul-2016,"1,707"
6,222305,28-Aug-2016,"1,708"
6,222305,27-Sep-2016,"1,708"
6,222305,28-Oct-2016,"1,707"
6,222305,28-Nov-2016,"1,708"
6,222305,28-Dec-2016,"1,708"
6,222305,28-Jan-2017,"1,707"
6,222305,27-Feb-2017,"1,708"
6,222305,30-Mar-2017,"1,708"
7,222306,20-Jun-2014,"27,000"
7,222306,20-Jul-2014,"2,250"
7,222306,20-Aug-2014,"2,250"
7,222306,19-Sep-2014,"2,250"
7,222306,20-Oct-2014,"2,250"
7,222306,20-Nov-2014,"2,250"
7,222306,20-Dec-2014,"2,250"
7,222306,20-Jan-2015,"2,250"
7,222306,19-Feb-2015,"2,250"
7,222306,22-Mar-2015,"2,250"
7,222306,22-Apr-2015,"2,250"
7,222306,21-May-2015,"2,250"
7,222306,21-Jun-2015,"2,250"
7,222306,21-Jul-2015,"2,250"
7,222306,21-Aug-2015,"2,250"
7,222306,20-Sep-2015,"2,250"
7,222306,21-Oct-2015,"2,250"
7,222306,21-Nov-2015,"2,250"
7,222306,21-Dec-2015,"2,250"
7,222306,21-Jan-2016,"2,250"
7,222306,20-Feb-2016,"2,250"
7,222306,22-Mar-2016,"2,250"
7,222306,22-Apr-2016,"2,250"
7,222306,20-May-2016,"2,250"
7,222306,20-Jun-2016,"2,250"
7,222306,20-Jul-2016,"2,250"
7,222306,20-Aug-2016,"2,250"
7,222306,19-Sep-2016,"2,250"
7,222306,20-Oct-2016,"2,250"
7,222306,20-Nov-2016,"2,250"
7,222306,20-Dec-2016,"2,250"
7,222306,20-Jan-2017,"2,250"
7,222306,19-Feb-2017,"2,250"
7,222306,22-Mar-2017,"2,250"
7,222306,22-Apr-2017,"2,250"
7,222306,20-May-2017,"2,250"
7,222306,20-Jun-2017,"2,250"
8,222307,10-Apr-2014,"7,500"
8,222307,11-May-2014,625
8,222307,08-Jun-2014,625
8,222307,09-Jul-2014,625
8,222307,08-Aug-2014,625
8,222307,08-Sep-2014,625
8,222307,08-Oct-2014,625
8,222307,08-Nov-2014,625
8,222307,09-Dec-2014,625
8,222307,08-Jan-2015,625
8,222307,08-Feb-2015,625
8,222307,10-Mar-2015,625
8,222307,10-Apr-2015,625
8,222307,11-May-2015,625
8,222307,09-Jun-2015,625
8,222307,10-Jul-2015,625
8,222307,09-Aug-2015,625
8,222307,09-Sep-2015,625
8,222307,09-Oct-2015,625
8,222307,09-Nov-2015,625
8,222307,10-Dec-2015,625
8,222307,09-Jan-2016,625
8,222307,09-Feb-2016,625
8,222307,10-Mar-2016,625
8,222307,10-Apr-2016,625
8,222307,11-May-2016,625
8,222307,08-Jun-2016,625
8,222307,09-Jul-2016,625
8,222307,08-Aug-2016,625
8,222307,08-Sep-2016,625
8,222307,08-Oct-2016,625
8,222307,08-Nov-2016,625
8,222307,09-Dec-2016,625
8,222307,08-Jan-2017,625
8,222307,08-Feb-2017,625
8,222307,10-Mar-2017,625
8,222307,10-Apr-2017,625
9,222308,10-Apr-2014,"11,622"
9,222308,11-May-2014,968
9,222308,08-Jun-2014,968
9,222308,09-Jul-2014,969
9,222308,08-Aug-2014,968
9,222308,08-Sep-2014,969
9,222308,08-Oct-2014,968
9,222308,08-Nov-2014,968
9,222308,09-Dec-2014,969
9,222308,08-Jan-2015,968
9,222308,08-Feb-2015,969
9,222308,10-Mar-2015,968
9,222308,10-Apr-2015,969
9,222308,11-May-2015,968
9,222308,09-Jun-2015,968
9,222308,10-Jul-2015,969
9,222308,09-Aug-2015,968
9,222308,09-Sep-2015,969
9,222308,09-Oct-2015,968
9,222308,09-Nov-2015,968
9,222308,10-Dec-2015,969
9,222308,09-Jan-2016,968
9,222308,09-Feb-2016,969
9,222308,10-Mar-2016,968
9,222308,10-Apr-2016,969
9,222308,11-May-2016,968
9,222308,08-Jun-2016,968
9,222308,09-Jul-2016,969
9,222308,08-Aug-2016,968
9,222308,08-Sep-2016,969
9,222308,08-Oct-2016,968
9,222308,08-Nov-2016,968
9,222308,09-Dec-2016,969
9,222308,08-Jan-2017,968
9,222308,08-Feb-2017,969
9,222308,10-Mar-2017,968
9,222308,10-Apr-2017,969
10,222309,27-Apr-2014,"3,000"
10,222309,25-May-2014,250
10,222309,25-Jun-2014,250
10,222309,25-Jul-2014,250
10,222309,25-Aug-2014,250
10,222309,24-Sep-2014,250
10,222309,25-Oct-2014,250
10,222309,25-Nov-2014,250
10,222309,25-Dec-2014,250
10,222309,25-Jan-2015,250
10,222309,24-Feb-2015,250
10,222309,27-Mar-2015,250
10,222309,27-Apr-2015,250
10,222309,26-May-2015,250
10,222309,26-Jun-2015,250
10,222309,26-Jul-2015,250
10,222309,26-Aug-2015,250
10,222309,25-Sep-2015,250
10,222309,26-Oct-2015,250
10,222309,26-Nov-2015,250
10,222309,26-Dec-2015,250
10,222309,26-Jan-2016,250
10,222309,25-Feb-2016,250
10,222309,27-Mar-2016,250
10,222309,27-Apr-2016,250
10,222309,25-May-2016,250
10,222309,25-Jun-2016,250
10,222309,25-Jul-2016,250
10,222309,25-Aug-2016,250
10,222309,24-Sep-2016,250
10,222309,25-Oct-2016,250
10,222309,25-Nov-2016,250
10,222309,25-Dec-2016,250
10,222309,25-Jan-2017,250
10,222309,24-Feb-2017,250
10,222309,27-Mar-2017,250
10,222309,27-Apr-2017,250
11,222310,24-Apr-2014,"21,399"
11,222310,22-May-2014,"1,783"
11,222310,22-Jun-2014,"1,783"
11,222310,22-Jul-2014,"1,783"
11,222310,22-Aug-2014,"1,784"
11,222310,21-Sep-2014,"1,783"
11,222310,22-Oct-2014,"1,783"
11,222310,22-Nov-2014,"1,783"
11,222310,22-Dec-2014,"1,784"
11,222310,22-Jan-2015,"1,783"
11,222310,21-Feb-2015,"1,783"
11,222310,24-Mar-2015,"1,783"
11,222310,24-Apr-2015,"1,784"
11,222310,23-May-2015,"1,783"
11,222310,23-Jun-2015,"1,783"
11,222310,23-Jul-2015,"1,783"
11,222310,23-Aug-2015,"1,784"
11,222310,22-Sep-2015,"1,783"
11,222310,23-Oct-2015,"1,783"
11,222310,23-Nov-2015,"1,783"
11,222310,23-Dec-2015,"1,784"
11,222310,23-Jan-2016,"1,783"
11,222310,22-Feb-2016,"1,783"
11,222310,24-Mar-2016,"1,783"
11,222310,24-Apr-2016,"1,784"
11,222310,22-May-2016,"1,783"
11,222310,22-Jun-2016,"1,783"
11,222310,22-Jul-2016,"1,783"
11,222310,22-Aug-2016,"1,784"
11,222310,21-Sep-2016,"1,783"
11,222310,22-Oct-2016,"1,783"
11,222310,22-Nov-2016,"1,783"
11,222310,22-Dec-2016,"1,784"
11,222310,22-Jan-2017,"1,783"
11,222310,21-Feb-2017,"1,783"
11,222310,24-Mar-2017,"1,783"
11,222310,24-Apr-2017,"1,784"
12,222311,28-Mar-2014,"21,399"
12,222311,28-Apr-2014,"1,783"
12,222311,26-May-2014,"1,783"
12,222311,26-Jun-2014,"1,783"
12,222311,26-Jul-2014,"1,784"
12,222311,26-Aug-2014,"1,783"
12,222311,25-Sep-2014,"1,783"
12,222311,26-Oct-2014,"1,783"
12,222311,26-Nov-2014,"1,784"
12,222311,26-Dec-2014,"1,783"
12,222311,26-Jan-2015,"1,783"
12,222311,25-Feb-2015,"1,783"
12,222311,28-Mar-2015,"1,784"
12,222311,28-Apr-2015,"1,783"
12,222311,27-May-2015,"1,783"
12,222311,27-Jun-2015,"1,783"
12,222311,27-Jul-2015,"1,784"
12,222311,27-Aug-2015,"1,783"
12,222311,26-Sep-2015,"1,783"
12,222311,27-Oct-2015,"1,783"
12,222311,27-Nov-2015,"1,784"
12,222311,27-Dec-2015,"1,783"
12,222311,27-Jan-2016,"1,783"
12,222311,26-Feb-2016,"1,783"
12,222311,28-Mar-2016,"1,784"
12,222311,28-Apr-2016,"1,783"
12,222311,26-May-2016,"1,783"
12,222311,26-Jun-2016,"1,783"
12,222311,26-Jul-2016,"1,784"
12,222311,26-Aug-2016,"1,783"
12,222311,25-Sep-2016,"1,783"
12,222311,26-Oct-2016,"1,783"
12,222311,26-Nov-2016,"1,784"
12,222311,26-Dec-2016,"1,783"
12,222311,26-Jan-2017,"1,783"
12,222311,25-Feb-2017,"1,783"
12,222311,28-Mar-2017,"1,784"
13,222312,22-May-2014,"34,239"
13,222312,22-Jun-2014,"2,853"
13,222312,22-Jul-2014,"2,853"
13,222312,22-Aug-2014,"2,853"
13,222312,21-Sep-2014,"2,853"
13,222312,22-Oct-2014,"2,853"
13,222312,22-Nov-2014,"2,853"
13,222312,22-Dec-2014,"2,853"
13,222312,22-Jan-2015,"2,853"
13,222312,21-Feb-2015,"2,853"
13,222312,24-Mar-2015,"2,853"
13,222312,24-Apr-2015,"2,853"
13,222312,23-May-2015,"2,853"
13,222312,23-Jun-2015,"2,853"
13,222312,23-Jul-2015,"2,853"
13,222312,23-Aug-2015,"2,853"
13,222312,22-Sep-2015,"2,853"
13,222312,23-Oct-2015,"2,853"
13,222312,23-Nov-2015,"2,853"
13,222312,23-Dec-2015,"2,853"
13,222312,23-Jan-2016,"2,853"
13,222312,22-Feb-2016,"2,853"
13,222312,24-Mar-2016,"2,853"
13,222312,24-Apr-2016,"2,853"
13,222312,22-May-2016,"2,853"
13,222312,22-Jun-2016,"2,853"
13,222312,22-Jul-2016,"2,853"
13,222312,22-Aug-2016,"2,853"
13,222312,21-Sep-2016,"2,853"
13,222312,22-Oct-2016,"2,853"
13,222312,22-Nov-2016,"2,853"
13,222312,22-Dec-2016,"2,853"
13,222312,22-Jan-2017,"2,853"
13,222312,21-Feb-2017,"2,853"
13,222312,24-Mar-2017,"2,853"
13,222312,24-Apr-2017,"2,853"
13,222312,22-May-2017,"2,853"
14,222313,22-May-2014,"11,622"
14,222313,22-Jun-2014,968
14,222313,22-Jul-2014,968
14,222313,22-Aug-2014,969
14,222313,21-Sep-2014,968
14,222313,22-Oct-2014,969
14,222313,22-Nov-2014,968
14,222313,22-Dec-2014,968
14,222313,22-Jan-2015,969
14,222313,21-Feb-2015,968
14,222313,24-Mar-2015,969
14,222313,24-Apr-2015,968
14,222313,23-May-2015,969
14,222313,23-Jun-2015,968
14,222313,23-Jul-2015,968
14,222313,23-Aug-2015,969
14,222313,22-Sep-2015,968
14,222313,23-Oct-2015,969
14,222313,23-Nov-2015,968
14,222313,23-Dec-2015,968
14,222313,23-Jan-2016,969
14,222313,22-Feb-2016,968
14,222313,24-Mar-2016,969
14,222313,24-Apr-2016,968
14,222313,22-May-2016,969
14,222313,22-Jun-2016,968
14,222313,22-Jul-2016,968
14,222313,22-Aug-2016,969
14,222313,21-Sep-2016,968
14,222313,22-Oct-2016,969
14,222313,22-Nov-2016,968
14,222313,22-Dec-2016,968
14,222313,22-Jan-2017,969
14,222313,21-Feb-2017,968
14,222313,24-Mar-2017,969
14,222313,24-Apr-2017,968
14,222313,22-May-2017,969
15,222314,22-May-2014,"11,622"
15,222314,22-Jun-2014,968
15,222314,22-Jul-2014,968
15,222314,22-Aug-2014,969
15,222314,21-Sep-2014,968
15,222314,22-Oct-2014,969
15,222314,22-Nov-2014,968
15,222314,22-Dec-2014,968
15,222314,22-Jan-2015,969
15,222314,21-Feb-2015,968
15,222314,24-Mar-2015,969
15,222314,24-Apr-2015,968
15,222314,23-May-2015,969
15,222314,23-Jun-2015,968
15,222314,23-Jul-2015,968
15,222314,23-Aug-2015,969
15,222314,22-Sep-2015,968
15,222314,23-Oct-2015,969
15,222314,23-Nov-2015,968
15,222314,23-Dec-2015,968
15,222314,23-Jan-2016,969
15,222314,22-Feb-2016,968
15,222314,24-Mar-2016,969
15,222314,24-Apr-2016,968
15,222314,22-May-2016,969
15,222314,22-Jun-2016,968
15,222314,22-Jul-2016,968
15,222314,22-Aug-2016,969
15,222314,21-Sep-2016,968
15,222314,22-Oct-2016,969
15,222314,22-Nov-2016,968
15,222314,22-Dec-2016,968
15,222314,22-Jan-2017,969
15,222314,21-Feb-2017,968
15,222314,24-Mar-2017,969
15,222314,24-Apr-2017,968
15,222314,22-May-2017,969
16,222315,15-Jun-2014,"11,622"
16,222315,16-Jul-2014,968
16,222315,15-Aug-2014,968
16,222315,15-Sep-2014,969
16,222315,15-Oct-2014,968
16,222315,15-Nov-2014,969
16,222315,16-Dec-2014,968
16,222315,15-Jan-2015,968
16,222315,15-Feb-2015,969
16,222315,17-Mar-2015,968
16,222315,17-Apr-2015,969
16,222315,18-May-2015,968
16,222315,16-Jun-2015,969
16,222315,17-Jul-2015,968
16,222315,16-Aug-2015,968
16,222315,16-Sep-2015,969
16,222315,16-Oct-2015,968
16,222315,16-Nov-2015,969
16,222315,17-Dec-2015,968
16,222315,16-Jan-2016,968
16,222315,16-Feb-2016,969
16,222315,17-Mar-2016,968
16,222315,17-Apr-2016,969
16,222315,18-May-2016,968
16,222315,15-Jun-2016,969
16,222315,16-Jul-2016,968
16,222315,15-Aug-2016,968
16,222315,15-Sep-2016,969
16,222315,15-Oct-2016,968
16,222315,15-Nov-2016,969
16,222315,16-Dec-2016,968
16,222315,15-Jan-2017,968
16,222315,15-Feb-2017,969
16,222315,17-Mar-2017,968
16,222315,17-Apr-2017,969
16,222315,18-May-2017,968
16,222315,15-Jun-2017,969
17,222316,20-Jun-2014,"12,362"
17,222316,20-Jul-2014,"1,030"
17,222316,20-Aug-2014,"1,030"
17,222316,19-Sep-2014,"1,030"
17,222316,20-Oct-2014,"1,030"
17,222316,20-Nov-2014,"1,030"
17,222316,20-Dec-2014,"1,030"
17,222316,20-Jan-2015,"1,030"
17,222316,19-Feb-2015,"1,030"
17,222316,22-Mar-2015,"1,030"
17,222316,22-Apr-2015,"1,030"
17,222316,21-May-2015,"1,030"
17,222316,21-Jun-2015,"1,030"
17,222316,21-Jul-2015,"1,030"
17,222316,21-Aug-2015,"1,030"
17,222316,20-Sep-2015,"1,030"
17,222316,21-Oct-2015,"1,030"
17,222316,21-Nov-2015,"1,030"
17,222316,21-Dec-2015,"1,030"
17,222316,21-Jan-2016,"1,030"
17,222316,20-Feb-2016,"1,030"
17,222316,22-Mar-2016,"1,030"
17,222316,22-Apr-2016,"1,030"
17,222316,20-May-2016,"1,030"
17,222316,20-Jun-2016,"1,030"
17,222316,20-Jul-2016,"1,030"
17,222316,20-Aug-2016,"1,030"
17,222316,19-Sep-2016,"1,030"
17,222316,20-Oct-2016,"1,030"
17,222316,20-Nov-2016,"1,030"
17,222316,20-Dec-2016,"1,030"
17,222316,20-Jan-2017,"1,030"
17,222316,19-Feb-2017,"1,030"
17,222316,22-Mar-2017,"1,030"
17,222316,22-Apr-2017,"1,030"
17,222316,20-May-2017,"1,030"
17,222316,20-Jun-2017,"1,030"
18,222317,17-Jul-2014,"11,622"
18,222317,16-Aug-2014,968
18,222317,16-Sep-2014,968
18,222317,16-Oct-2014,969
18,222317,16-Nov-2014,968
18,222317,17-Dec-2014,969
18,222317,16-Jan-2015,968
18,222317,16-Feb-2015,968
18,222317,18-Mar-2015,969
18,222317,18-Apr-2015,968
18,222317,19-May-2015,969
18,222317,17-Jun-2015,968
18,222317,18-Jul-2015,969
18,222317,17-Aug-2015,968
18,222317,17-Sep-2015,968
18,222317,17-Oct-2015,969
18,222317,17-Nov-2015,968
18,222317,18-Dec-2015,969
18,222317,17-Jan-2016,968
18,222317,17-Feb-2016,968
18,222317,18-Mar-2016,969
18,222317,18-Apr-2016,968
18,222317,19-May-2016,969
18,222317,16-Jun-2016,968
18,222317,17-Jul-2016,969
18,222317,16-Aug-2016,968
18,222317,16-Sep-2016,968
18,222317,16-Oct-2016,969
18,222317,16-Nov-2016,968
18,222317,17-Dec-2016,969
18,222317,16-Jan-2017,968
18,222317,16-Feb-2017,968
18,222317,18-Mar-2017,969
18,222317,18-Apr-2017,968
18,222317,19-May-2017,969
18,222317,16-Jun-2017,968
18,222317,17-Jul-2017,969
19,222318,13-Jul-2014,"12,000"
19,222318,12-Aug-2014,"1,000"
19,222318,12-Sep-2014,"1,000"
19,222318,12-Oct-2014,"1,000"
19,222318,12-Nov-2014,"1,000"
19,222318,13-Dec-2014,"1,000"
19,222318,12-Jan-2015,"1,000"
19,222318,12-Feb-2015,"1,000"
19,222318,14-Mar-2015,"1,000"
19,222318,14-Apr-2015,"1,000"
19,222318,15-May-2015,"1,000"
19,222318,13-Jun-2015,"1,000"
19,222318,14-Jul-2015,"1,000"
19,222318,13-Aug-2015,"1,000"
19,222318,13-Sep-2015,"1,000"
19,222318,13-Oct-2015,"1,000"
19,222318,13-Nov-2015,"1,000"
19,222318,14-Dec-2015,"1,000"
19,222318,13-Jan-2016,"1,000"
19,222318,13-Feb-2016,"1,000"
19,222318,14-Mar-2016,"1,000"
19,222318,14-Apr-2016,"1,000"
19,222318,15-May-2016,"1,000"
19,222318,12-Jun-2016,"1,000"
19,222318,13-Jul-2016,"1,000"
19,222318,12-Aug-2016,"1,000"
19,222318,12-Sep-2016,"1,000"
19,222318,12-Oct-2016,"1,000"
19,222318,12-Nov-2016,"1,000"
19,222318,13-Dec-2016,"1,000"
19,222318,12-Jan-2017,"1,000"
19,222318,12-Feb-2017,"1,000"
19,222318,14-Mar-2017,"1,000"
19,222318,14-Apr-2017,"1,000"
19,222318,15-May-2017,"1,000"
19,222318,12-Jun-2017,"1,000"
19,222318,13-Jul-2017,"1,000"
20,222319,17-Jul-2014,"18,543"
20,222319,16-Aug-2014,"1,545"
20,222319,16-Sep-2014,"1,545"
20,222319,16-Oct-2014,"1,545"
20,222319,16-Nov-2014,"1,545"
20,222319,17-Dec-2014,"1,545"
20,222319,16-Jan-2015,"1,545"
20,222319,16-Feb-2015,"1,545"
20,222319,18-Mar-2015,"1,545"
20,222319,18-Apr-2015,"1,545"
20,222319,19-May-2015,"1,545"
20,222319,17-Jun-2015,"1,545"
20,222319,18-Jul-2015,"1,545"
20,222319,17-Aug-2015,"1,545"
20,222319,17-Sep-2015,"1,545"
20,222319,17-Oct-2015,"1,545"
20,222319,17-Nov-2015,"1,545"
20,222319,18-Dec-2015,"1,545"
20,222319,17-Jan-2016,"1,545"
20,222319,17-Feb-2016,"1,545"
20,222319,18-Mar-2016,"1,545"
20,222319,18-Apr-2016,"1,545"
20,222319,19-May-2016,"1,545"
20,222319,16-Jun-2016,"1,545"
20,222319,17-Jul-2016,"1,545"
20,222319,16-Aug-2016,"1,545"
20,222319,16-Sep-2016,"1,545"
20,222319,16-Oct-2016,"1,545"
20,222319,16-Nov-2016,"1,545"
20,222319,17-Dec-2016,"1,545"
20,222319,16-Jan-2017,"1,545"
20,222319,16-Feb-2017,"1,545"
20,222319,18-Mar-2017,"1,545"
20,222319,18-Apr-2017,"1,545"
20,222319,19-May-2017,"1,545"
20,222319,16-Jun-2017,"1,545"
20,222319,17-Jul-2017,"1,545"
21,222320,17-Jul-2014,"21,634"
21,222320,16-Aug-2014,"1,803"
21,222320,16-Sep-2014,"1,803"
21,222320,16-Oct-2014,"1,803"
21,222320,16-Nov-2014,"1,803"
21,222320,17-Dec-2014,"1,803"
21,222320,16-Jan-2015,"1,803"
21,222320,16-Feb-2015,"1,803"
21,222320,18-Mar-2015,"1,803"
21,222320,18-Apr-2015,"1,803"
21,222320,19-May-2015,"1,803"
21,222320,17-Jun-2015,"1,803"
21,222320,18-Jul-2015,"1,803"
21,222320,17-Aug-2015,"1,803"
21,222320,17-Sep-2015,"1,803"
21,222320,17-Oct-2015,"1,803"
21,222320,17-Nov-2015,"1,803"
21,222320,18-Dec-2015,"1,803"
21,222320,17-Jan-2016,"1,803"
21,222320,17-Feb-2016,"1,803"
21,222320,18-Mar-2016,"1,803"
21,222320,18-Apr-2016,"1,803"
21,222320,19-May-2016,"1,803"
21,222320,16-Jun-2016,"1,803"
21,222320,17-Jul-2016,"1,803"
21,222320,16-Aug-2016,"1,803"
21,222320,16-Sep-2016,"1,803"
21,222320,16-Oct-2016,"1,803"
21,222320,16-Nov-2016,"1,803"
21,222320,17-Dec-2016,"1,803"
21,222320,16-Jan-2017,"1,803"
21,222320,16-Feb-2017,"1,803"
21,222320,18-Mar-2017,"1,803"
21,222320,18-Apr-2017,"1,803"
21,222320,19-May-2017,"1,803"
21,222320,16-Jun-2017,"1,803"
21,222320,17-Jul-2017,"1,803"
22,222321,31-Jul-2014,"11,622"
22,222321,31-Aug-2014,968
22,222321,30-Sep-2014,968
